phase,Unnamed: 0,date,open,high,low,close,volume
growth,110,2020-12-01,124.361,125.954,124.35,125.879,279173
growth,111,2020-12-02,125.879,126.55,125.777,126.472,302708
growth,112,2020-12-03,126.472,126.656,126.03,126.048,287952
growth,113,2020-12-04,126.048,126.682,126.04,126.225,312331
growth,114,2020-12-07,126.169,126.486,125.964,125.97,282341
growth,115,2020-12-08,125.97,126.257,125.861,126.041,273038
growth,116,2020-12-09,126.041,126.517,125.785,125.879,249437
growth,117,2020-12-10,125.879,126.74,125.79,126.487,321238
growth,118,2020-12-11,126.487,126.612,125.785,125.919,267895
growth,119,2020-12-14,126.172,126.514,125.917,126.324,254473
growth,120,2020-12-15,126.324,126.591,125.909,125.933,260499
growth,121,2020-12-16,125.933,126.346,125.705,126.177,290913
growth,122,2020-12-17,126.177,126.519,126.014,126.444,273168
growth,123,2020-12-18,126.444,127.013,126.385,126.543,242633
growth,124,2020-12-21,126.46,126.617,125.911,126.46,371109
growth,125,2020-12-22,126.46,126.658,125.993,126.024,276430
growth,126,2020-12-23,126.024,126.381,125.937,126.149,280568
growth,127,2020-12-24,126.149,126.499,126.097,126.271,164565
growth,128,2020-12-25,126.157,126.392,125.66,126.24,0
growth,129,2020-12-28,126.271,126.958,126.047,126.752,231513
growth,130,2020-12-29,126.752,127.234,126.63,126.872,214098
growth,131,2020-12-30,126.872,127.135,126.464,126.829,264143
growth,132,2020-12-31,126.829,126.981,126.122,126.129,207518
growth,133,2021-01-01,126.443,126.46,125.22,126.443,0
growth,134,2021-01-04,126.11,126.795,126.096,126.261,333741
growth,135,2021-01-05,126.261,126.554,126.048,126.261,286467
growth,136,2021-01-06,126.261,127.248,126.138,126.953,430653
growth,137,2021-01-07,126.953,127.493,126.882,127.325,341085
growth,138,2021-01-08,127.325,127.465,126.815,127.039,381665
growth,139,2021-01-11,126.87,127.032,126.554,126.662,287825
growth,140,2021-01-12,126.662,126.865,126.538,126.632,283270
growth,141,2021-01-13,126.632,126.711,126.211,126.268,268763
growth,142,2021-01-14,126.268,126.527,125.926,126.143,306742
growth,143,2021-01-15,126.143,126.196,125.367,125.379,253337
growth,144,2021-01-18,125.429,125.491,125.089,125.188,200036
growth,145,2021-01-19,125.188,126.209,125.188,126.007,233666
growth,146,2021-01-20,126.007,126.187,125.27,125.297,229166
growth,147,2021-01-21,125.297,125.97,125.261,125.881,249087
growth,148,2021-01-22,125.881,126.403,125.853,126.228,221407
growth,149,2021-01-25,126.29,126.371,125.807,125.926,221566
growth,150,2021-01-26,125.926,126.16,125.691,125.98,219511
growth,151,2021-01-27,125.98,126.19,125.599,126.022,314661
growth,152,2021-01-28,126.022,126.665,125.98,126.264,310713
growth,153,2021-01-29,126.264,127.345,126.235,127.051,346455
growth,154,2021-02-01,127.065,127.117,126.521,126.527,261032
growth,155,2021-02-02,126.527,126.824,126.27,126.402,248056
growth,156,2021-02-03,126.402,126.527,126.143,126.4,204844
growth,157,2021-02-04,126.4,126.465,126.101,126.193,219904
growth,158,2021-02-05,126.193,126.996,126.162,126.921,231876
growth,159,2021-02-08,126.783,127.127,126.649,126.707,198236
growth,160,2021-02-09,126.707,126.851,126.435,126.707,239966
growth,161,2021-02-10,126.707,127.079,126.647,126.73,225090
growth,162,2021-02-11,126.73,127.163,126.686,127.021,159025
growth,163,2021-02-12,127.021,127.308,126.947,127.087,171847
growth,164,2021-02-15,127.177,127.974,127.17,127.785,144846
growth,165,2021-02-16,127.785,128.381,127.665,128.362,219775
growth,166,2021-02-17,128.362,128.453,127.309,127.372,231563
growth,167,2021-02-18,127.372,127.809,127.326,127.766,189884
growth,168,2021-02-19,127.766,128.184,127.652,127.715,202584
growth,169,2021-02-22,127.675,128.246,127.504,127.691,238744
growth,170,2021-02-23,127.691,128.054,127.641,127.867,224789
growth,171,2021-02-24,127.867,128.877,127.739,128.756,302998
growth,172,2021-02-25,128.756,129.976,128.721,129.172,778104
growth,173,2021-02-26,129.172,129.523,128.54,128.583,491694
growth,174,2021-03-01,128.542,128.939,128.219,128.621,283939
growth,175,2021-03-02,128.621,129.077,128.185,128.978,274637
growth,176,2021-03-03,128.978,129.457,128.739,129.09,285592
growth,177,2021-03-04,129.09,129.639,128.914,129.18,331625
growth,178,2021-03-05,129.18,129.577,128.846,129.071,390441
growth,179,2021-03-08,129.098,129.391,128.781,128.94,277221
growth,180,2021-03-09,128.94,129.546,128.915,129.087,281999
growth,181,2021-03-10,129.087,129.43,128.961,129.264,257646
growth,182,2021-03-11,129.264,130.056,129.191,130.035,252400
growth,183,2021-03-12,130.035,130.393,129.817,130.277,242360
growth,184,2021-03-15,130.202,130.487,129.988,130.134,214423
growth,185,2021-03-16,130.134,130.395,129.49,129.709,206437
growth,186,2021-03-17,129.709,130.444,129.661,130.364,244618
growth,187,2021-03-18,130.364,130.666,129.591,129.732,291138
growth,188,2021-03-19,129.732,129.998,129.316,129.577,244252
growth,189,2021-03-22,128.943,129.941,128.934,129.859,196189
growth,190,2021-03-23,129.859,129.919,128.599,128.65,219066
growth,191,2021-03-24,128.65,128.86,128.293,128.421,213571
growth,192,2021-03-25,128.421,128.943,128.385,128.429,237946
growth,193,2021-03-26,128.429,129.458,128.389,129.28,208606
growth,194,2021-03-29,129.371,129.429,128.832,129.138,205714
growth,195,2021-03-30,129.138,129.547,129.084,129.28,202735
growth,196,2021-03-31,129.28,130.044,129.202,129.813,258932
growth,197,2021-04-01,129.813,130.268,129.651,130.241,211746
growth,198,2021-04-02,130.241,130.318,130.032,130.124,127839
growth,199,2021-04-05,130.124,130.265,129.835,130.121,153431
growth,200,2021-04-06,130.121,130.562,129.812,130.282,226880
growth,201,2021-04-07,130.282,130.685,130.139,130.367,240205
growth,202,2021-04-08,130.367,130.478,129.571,130.135,235789
growth,203,2021-04-09,130.135,130.549,130.05,130.457,203196
growth,204,2021-04-12,130.457,130.61,129.895,130.257,164515
growth,205,2021-04-13,130.256,130.497,129.797,130.296,239519
growth,206,2021-04-14,130.296,130.583,130.032,130.452,200940
growth,207,2021-04-15,130.452,130.55,130.022,130.113,198571
growth,208,2021-04-16,130.113,130.541,129.975,130.291,185203
growth,209,2021-04-19,130.202,130.326,129.698,130.162,247227
growth,210,2021-04-20,130.162,130.972,129.99,130.078,231345
growth,211,2021-04-21,130.078,130.142,129.635,130.037,174901
growth,212,2021-04-22,130.037,130.466,129.669,129.698,211443
growth,213,2021-04-23,129.698,130.563,129.589,130.477,222340
growth,214,2021-04-26,130.479,130.762,130.207,130.606,230771
growth,215,2021-04-27,130.606,131.498,130.57,131.411,196814
growth,216,2021-04-28,131.411,131.818,131.357,131.654,243285
growth,217,2021-04-29,131.654,132.366,131.594,132.018,213270
growth,218,2021-04-30,132.018,132.19,131.377,131.378,229079
growth,219,2021-05-03,131.483,132.163,131.428,131.558,201143
growth,220,2021-05-04,131.558,131.639,131.145,131.267,241144
growth,221,2021-05-05,131.267,131.459,130.98,131.029,189874
growth,222,2021-05-06,131.029,131.848,131.024,131.593,215223
growth,223,2021-05-07,131.593,132.174,131.478,132.023,270096
growth,224,2021-05-10,132.023,132.529,131.906,131.959,250028
growth,225,2021-05-11,131.959,132.472,131.785,131.919,271047
growth,226,2021-05-12,131.919,132.451,131.643,132.307,336705
growth,227,2021-05-13,132.307,132.734,132.033,132.193,369300
growth,228,2021-05-14,132.193,132.845,132.156,132.785,219319
growth,229,2021-05-17,132.66,132.952,132.515,132.655,200408
growth,230,2021-05-18,132.655,133.19,132.655,133.068,204871
growth,231,2021-05-19,133.068,133.438,132.637,132.914,292584
growth,232,2021-05-20,132.914,133.09,132.706,132.98,217119
growth,233,2021-05-21,132.98,133.209,132.532,132.664,217480
growth,234,2021-05-24,132.59,133.044,132.521,132.809,190482
growth,235,2021-05-25,132.809,133.613,132.731,133.217,234659
growth,236,2021-05-26,133.217,133.414,132.996,133.056,222711
growth,237,2021-05-27,133.056,134.056,132.931,133.858,222675
growth,238,2021-05-28,133.858,134.01,133.608,133.881,207673
growth,239,2021-05-31,133.93,134.023,133.661,133.913,152792
growth,240,2021-06-01,133.913,134.124,133.667,133.687,169946
growth,241,2021-06-02,133.687,134.072,133.641,133.749,141638
growth,242,2021-06-03,133.749,133.917,133.624,133.723,157085
growth,243,2021-06-04,133.723,133.816,133.139,133.201,170842
growth,244,2021-06-07,133.277,133.386,132.886,133.147,135944
growth,245,2021-06-08,133.147,133.423,133.134,133.265,138150
growth,246,2021-06-09,133.265,133.625,133.203,133.488,116402
growth,247,2021-06-10,133.488,133.761,133.042,133.052,188946
growth,248,2021-06-11,133.052,133.411,132.663,132.774,144686
growth,249,2021-06-14,132.706,133.439,132.649,133.382,131259
growth,250,2021-06-15,133.382,133.682,133.273,133.42,132065
growth,251,2021-06-16,133.42,133.586,132.684,132.765,217110
growth,252,2021-06-17,132.765,132.875,131.023,131.176,246833
growth,253,2021-06-18,131.176,131.431,130.612,130.719,230012
growth,254,2021-06-21,130.719,131.499,130.04,131.347,227304
growth,255,2021-06-22,131.347,132.196,131.219,132.084,178984
growth,256,2021-06-23,132.084,132.695,132.036,132.3,188121
growth,257,2021-06-24,132.3,132.578,132.115,132.252,167559
growth,258,2021-06-25,132.252,132.454,132.121,132.215,148821
growth,259,2021-06-28,132.166,132.347,131.778,131.872,159319
growth,260,2021-06-29,131.872,131.963,131.278,131.401,158815
growth,261,2021-06-30,131.401,131.782,131.279,131.713,197167
growth,262,2021-07-01,131.713,132.431,131.561,132.136,180641
growth,263,2021-07-02,132.136,132.231,131.66,131.66,192001
growth,264,2021-07-05,131.598,131.867,131.545,131.606,158128
growth,265,2021-07-06,131.606,131.862,130.617,130.787,204328
growth,266,2021-07-07,130.787,131.037,130.403,130.433,206632
growth,267,2021-07-08,130.433,130.528,129.621,129.929,270910
growth,268,2021-07-09,129.929,130.876,129.871,130.728,196490
growth,269,2021-07-12,130.728,130.99,130.452,130.852,160831
growth,270,2021-07-13,130.852,131.088,130.212,130.257,204110
growth,271,2021-07-14,130.257,130.431,130.02,130.127,193200
growth,272,2021-07-15,130.127,130.202,129.613,129.709,202784
growth,273,2021-07-16,129.709,130.283,129.638,129.899,184778
growth,274,2021-07-19,129.912,129.972,128.89,128.997,241141
growth,275,2021-07-20,128.997,129.485,128.592,129.363,219427
growth,276,2021-07-21,129.363,130.189,129.157,130.045,181372
growth,277,2021-07-22,130.045,130.297,129.486,129.617,205665
growth,278,2021-07-23,129.617,130.182,129.521,130.075,152846
growth,279,2021-07-26,130.016,130.35,129.675,130.255,176676
growth,280,2021-07-27,130.255,130.303,129.545,129.7,200413
growth,281,2021-07-28,129.7,130.237,129.614,130.16,228205
growth,282,2021-07-29,130.16,130.562,129.895,130.105,175063
growth,283,2021-07-30,130.105,130.499,130.019,130.153,175803
growth,284,2021-08-02,130.153,130.423,129.602,129.706,156104
growth,285,2021-08-03,129.706,129.867,129.164,129.34,164993
growth,286,2021-08-04,129.34,129.819,129.133,129.572,178000
growth,287,2021-08-05,129.572,130.015,129.506,129.872,157349
growth,288,2021-08-06,129.872,129.963,129.581,129.619,162382
growth,289,2021-08-09,129.714,129.724,129.336,129.358,131878
growth,290,2021-08-10,129.358,129.686,129.353,129.543,131845
growth,291,2021-08-11,129.543,129.805,129.498,129.625,136346
growth,292,2021-08-12,129.625,129.708,129.39,129.416,108189
growth,293,2021-08-13,129.416,129.697,129.234,129.271,107382
growth,294,2021-08-16,129.271,129.433,128.5,128.623,120984
growth,295,2021-08-17,128.623,128.874,128.247,128.283,142223
growth,296,2021-08-18,128.283,128.948,128.221,128.511,137443
growth,297,2021-08-19,128.511,128.707,127.932,128.048,183665
growth,298,2021-08-20,128.048,128.525,127.947,128.426,133295
growth,299,2021-08-23,128.426,129.145,128.281,128.832,132851
growth,300,2021-08-24,128.832,129.033,128.594,128.875,113915
growth,301,2021-08-25,128.875,129.534,128.768,129.495,121903
growth,302,2021-08-26,129.495,129.766,129.225,129.333,138324
growth,303,2021-08-27,129.333,129.749,129.157,129.528,155093
growth,304,2021-08-30,129.562,129.71,129.487,129.646,87520
growth,305,2021-08-31,129.646,130.175,129.586,129.897,154972
growth,306,2021-09-01,129.897,130.454,129.868,130.223,141148
growth,307,2021-09-02,130.223,130.59,130.161,130.525,104841
growth,308,2021-09-03,130.525,130.742,130.187,130.289,161762
growth,309,2021-09-06,130.289,130.502,130.221,130.33,83618
growth,310,2021-09-07,130.33,130.657,130.294,130.55,137560
growth,311,2021-09-08,130.55,130.696,130.175,130.244,143636
growth,312,2021-09-09,130.244,130.321,129.666,129.687,169158
growth,313,2021-09-10,129.687,130.276,129.687,129.782,149013
growth,314,2021-09-13,129.795,129.945,129.591,129.838,141021
growth,315,2021-09-14,129.838,130.196,129.366,129.442,180410
growth,316,2021-09-15,129.442,129.536,129.061,129.213,157285
growth,317,2021-09-16,129.213,129.357,128.607,129.066,160687
growth,318,2021-09-17,129.066,129.673,128.879,128.879,160626
growth,319,2021-09-20,128.894,129.029,128.141,128.261,143488
growth,320,2021-09-21,128.261,128.704,127.997,128.031,181240
growth,321,2021-09-22,128.031,128.776,127.93,128.293,234497
growth,322,2021-09-23,128.293,129.545,128.278,129.498,183470
growth,323,2021-09-24,129.498,129.844,129.384,129.786,147661
growth,324,2021-09-27,129.743,129.937,129.482,129.797,181484
growth,325,2021-09-28,129.797,130.381,129.666,130.238,201323
growth,326,2021-09-29,130.238,130.474,129.676,129.812,204887
growth,327,2021-09-30,129.812,129.96,128.773,128.796,208566
growth,328,2021-10-01,128.796,129.047,128.548,128.745,217714
growth,329,2021-10-04,128.518,129.379,128.518,128.861,186082
growth,330,2021-10-05,128.861,129.386,128.758,129.251,177024
growth,331,2021-10-06,129.251,129.499,128.332,128.702,213388
growth,332,2021-10-07,128.702,129.03,128.632,128.911,152038
growth,333,2021-10-08,128.911,129.909,128.863,129.87,176734
growth,334,2021-10-11,129.739,131.226,129.709,130.876,146884
growth,335,2021-10-12,130.876,131.274,130.745,130.984,181644
growth,336,2021-10-13,130.984,131.466,130.881,131.244,189189
growth,337,2021-10-14,131.244,131.86,131.216,131.804,148491
growth,338,2021-10-15,131.804,132.775,131.78,132.456,187368
growth,339,2021-10-18,132.425,132.787,132.148,132.704,201953
growth,340,2021-10-19,132.704,133.191,132.622,133.024,176693
growth,341,2021-10-20,133.024,133.481,132.737,133.131,178132
growth,342,2021-10-21,133.131,133.372,132.262,132.459,186213
growth,343,2021-10-22,132.459,132.793,131.918,132.127,177004
growth,344,2021-10-25,132.162,132.602,131.863,131.984,159902
growth,345,2021-10-26,131.984,132.667,131.938,132.319,137390
growth,346,2021-10-27,132.319,132.525,131.579,132.048,193233
growth,347,2021-10-28,132.048,132.702,131.556,132.638,224528
growth,348,2021-10-29,132.638,132.919,131.604,131.772,212576
growth,349,2021-11-01,131.822,132.444,131.781,132.282,170755
growth,350,2021-11-02,132.282,132.393,131.476,131.946,172526
growth,351,2021-11-03,131.946,132.412,131.751,132.355,181612
growth,352,2021-11-04,132.355,132.563,131.016,131.417,187577
growth,353,2021-11-05,131.417,131.589,130.836,131.155,202441
growth,354,2021-11-08,130.974,131.431,130.897,131.163,166054
growth,355,2021-11-09,131.163,131.267,130.679,130.817,191647
growth,356,2021-11-10,130.817,131.418,130.643,130.725,223699
growth,357,2021-11-11,130.725,130.996,130.44,130.589,154461
growth,358,2021-11-12,130.589,130.763,130.23,130.281,160856
growth,359,2021-11-15,130.413,130.6,129.683,129.714,161932
growth,360,2021-11-16,129.714,130.113,129.629,129.974,194775
growth,361,2021-11-17,129.974,130.083,129.018,129.12,206406
growth,362,2021-11-18,129.12,129.946,129.048,129.901,183688
growth,363,2021-11-19,129.901,129.987,127.977,128.577,255836
growth,364,2021-11-22,128.592,129.325,128.536,129.056,217622
growth,365,2021-11-23,129.056,129.598,128.896,129.49,226540
growth,366,2021-11-24,129.49,129.559,128.688,129.252,229832
growth,367,2021-11-25,129.252,129.528,129.205,129.219,160128
growth,368,2021-11-26,129.219,129.289,127.794,128.251,368331
growth,369,2021-11-29,128.472,128.571,127.489,128.161,272059
growth,370,2021-11-30,128.161,128.603,127.642,128.283,364763
growth,371,2021-12-01,128.283,128.786,127.567,127.636,264353
growth,372,2021-12-02,127.636,128.224,127.498,127.878,247516
growth,373,2021-12-03,127.878,128.34,127.383,127.517,255396
growth,374,2021-12-06,127.547,128.087,127.513,128.036,198959
growth,375,2021-12-07,128.036,128.466,127.602,127.918,182187
growth,376,2021-12-08,127.918,129.106,127.823,128.848,214272
growth,377,2021-12-09,128.848,129.071,127.936,128.124,165960
growth,378,2021-12-10,128.124,128.403,127.812,128.261,179675
growth,379,2021-12-13,128.133,128.458,128.008,128.124,152732
growth,380,2021-12-14,128.124,128.559,127.947,128.021,165970
growth,381,2021-12-15,128.021,128.824,127.944,128.718,207416
growth,382,2021-12-16,128.718,129.637,128.451,128.708,229057
growth,383,2021-12-17,128.708,128.985,127.7,127.705,208488
growth,384,2021-12-20,127.629,128.311,127.515,128.088,210999
growth,385,2021-12-21,128.088,128.771,128.052,128.731,169203
growth,386,2021-12-22,128.731,129.5,128.505,129.198,160288
growth,387,2021-12-23,129.198,129.727,129.049,129.539,133705
growth,388,2021-12-24,129.539,129.753,129.295,129.371,208158
growth,389,2021-12-27,129.371,130.155,129.264,130.089,100023
growth,390,2021-12-28,130.089,130.228,129.607,129.821,106264
growth,391,2021-12-29,129.821,130.563,129.652,130.398,132776
growth,392,2021-12-30,130.398,130.589,130.122,130.27,129121
growth,393,2021-12-31,130.27,131.021,130.163,131.011,111073
growth,394,2022-01-03,131.011,131.011,130.024,130.238,144985
growth,395,2022-01-04,130.238,131.459,130.201,131.065,178616
growth,396,2022-01-05,131.065,131.601,130.837,131.337,177312
growth,397,2022-01-06,131.337,131.431,130.64,130.834,204579
growth,398,2022-01-07,130.834,131.349,130.758,131.193,173883
growth,399,2022-01-10,131.193,131.366,130.159,130.455,185411
growth,400,2022-01-11,130.455,131.199,130.381,131.071,183570
growth,401,2022-01-12,131.071,131.474,130.947,131.142,188396
growth,402,2022-01-13,131.142,131.441,130.619,130.773,187884
growth,403,2022-01-14,130.773,130.858,129.778,130.335,218730
growth,404,2022-01-17,130.23,130.827,130.23,130.71,118885
growth,405,2022-01-18,130.71,131.178,129.698,129.78,231113
growth,406,2022-01-19,129.78,129.987,129.388,129.66,193352
growth,407,2022-01-20,129.66,130.087,129.013,129.035,192163
growth,408,2022-01-21,129.035,129.309,128.559,128.934,230141
growth,409,2022-01-24,128.881,129.158,128.406,129.041,246782
growth,410,2022-01-25,129.041,129.198,128.246,128.665,223434
growth,411,2022-01-26,128.665,129.245,128.596,128.841,230759
growth,412,2022-01-27,128.841,129.016,128.326,128.539,269719
growth,413,2022-01-28,128.539,128.853,128.353,128.415,229194
growth,414,2022-01-31,128.449,129.376,128.422,129.316,220785
growth,415,2022-02-01,129.316,129.535,128.87,129.24,212820
growth,416,2022-02-02,129.24,129.472,129.041,129.347,180929
growth,417,2022-02-03,129.347,131.538,129.187,131.477,268355
growth,418,2022-02-04,131.477,132.09,131.388,131.837,255084
growth,419,2022-02-07,132.111,132.164,131.257,131.678,221414
growth,420,2022-02-08,131.678,132.034,131.476,131.863,186101
growth,421,2022-02-09,131.863,132.158,131.63,131.938,170841
growth,422,2022-02-10,131.938,133.151,131.866,132.531,274136
growth,423,2022-02-11,132.531,132.613,130.387,130.957,294522
growth,424,2022-02-14,130.689,131.388,130.046,130.613,311243
growth,425,2022-02-15,130.613,131.538,130.434,131.286,243799
growth,426,2022-02-16,131.286,131.907,131.109,131.317,254337
growth,427,2022-02-17,131.317,131.501,130.4,130.586,368442
growth,428,2022-02-18,130.586,131.121,130.207,130.209,267791
growth,429,2022-02-21,130.153,130.905,129.723,129.738,203953
growth,430,2022-02-22,129.738,130.766,129.354,130.281,366713
growth,431,2022-02-23,130.281,130.709,129.944,129.985,208943
growth,432,2022-02-24,129.985,130.024,127.916,129.272,667239
growth,433,2022-02-25,129.272,130.291,128.718,130.139,409010
growth,434,2022-02-28,130.139,130.139,128.68,128.956,439074
growth,435,2022-03-01,128.956,129.241,127.371,127.75,270764
growth,436,2022-03-02,127.75,128.773,127.296,128.389,309052
growth,437,2022-03-03,128.389,128.508,127.584,127.751,214212
growth,438,2022-03-04,127.751,127.819,125.071,125.445,314883
growth,439,2022-03-07,125.501,125.955,124.391,125.118,504407
growth,440,2022-03-08,125.118,126.732,125.051,125.959,463098
growth,441,2022-03-09,125.959,128.467,125.959,128.262,339114
growth,442,2022-03-10,128.262,128.876,127.416,127.585,382614
growth,443,2022-03-11,127.585,129.042,127.515,127.947,366164
growth,444,2022-03-14,128.088,129.711,127.966,129.271,298651
growth,445,2022-03-15,129.271,130.03,129.2,129.584,327784
growth,446,2022-03-16,129.584,131.094,129.503,131.013,397047
growth,447,2022-03-17,131.013,131.908,130.719,131.522,308711
growth,448,2022-03-18,131.522,131.92,131.183,131.662,252310
growth,449,2022-03-21,131.662,131.971,131.38,131.596,213372
